canto_coding_id,region,division,subregion,area_kingdom,culture,language,people,song,lat,lng,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37
973,South,India,Dravidian Deccan,N E Sri Lanka/ Tamil Nadu,Tamil People,Dravidian,Tribal,"Challenge by the Demon Naraka To The King Of Heaven, Devendra",13.08,80.27,0.62,0.62,0.38,0.42,0.54,0.54,1.0,0.54,1.0,0.08,0.46,0.23,0.46,0.69,0.69,0.23,0.31,0.08,0.08,0.77,0.31,0.08,0.31,0.85,0.77,1.0,1.0,0.69,0.54,0.08,1.0,0.42,0.35,0.31,0.31,0.54,0.31
9457,South,India,Dravidian Deccan,N E Sri Lanka/ Tamil Nadu,Tamil People,Dravidian,Tribal,"Kathakali, Part Two",13.08,80.27,0.15,1.0,0.85,0.31,0.08,0.08,0.54,0.54,0.77,0.31,0.69,0.08,0.69,1.0,0.69,0.08,0.54,0.08,0.69,0.54,0.31,0.08,0.31,0.38,0.31,0.69,1.0,0.69,0.08,0.31,0.54,0.77,0.23,0.31,0.54,0.77,0.54
748,South,India,Dravidian Deccan,Tamil Nadu,Madras,Dravidian,Non-Tribal,Unnaippol,13.08,80.27,0.15,0.62,0.54,0.31,0.08,0.08,1.0,1.0,1.0,0.31,0.85,0.08,0.85,0.69,0.69,0.08,0.08,0.08,0.08,0.77,0.31,0.08,0.08,0.85,0.77,1.0,1.0,0.38,0.08,0.31,1.0,0.42,0.23,0.31,0.31,0.54,0.08
759,South,India,Dravidian Deccan,Tamil Nadu,Madras,Dravidian,Non-Tribal,Tamil Folk Song,13.08,80.27,0.62,0.62,0.62,0.54,0.54,0.77,1.0,0.54,1.0,0.54,0.46,0.23,0.69,0.69,0.69,0.92,0.31,1.0,0.08,0.31,0.31,0.08,0.54,0.85,0.54,1.0,1.0,0.69,1.0,0.54,0.54,0.54,0.23,0.31,0.31,0.54,0.31
760,South,India,Dravidian Deccan,Tamil Nadu,Madras,Dravidian,Non-Tribal,Folk Song,13.08,80.27,0.15,0.62,0.54,0.31,0.08,0.08,1.0,1.0,0.77,0.08,0.85,0.08,0.69,0.69,0.38,0.31,0.31,0.38,0.08,0.77,0.31,0.08,0.08,0.69,0.31,0.08,0.08,0.69,0.08,0.08,1.0,0.54,0.46,0.31,0.77,0.54,0.31
974,South,India,Dravidian Deccan,Tamil Nadu,Madras,Dravidian,Non-Tribal,Alwar Song,13.08,80.27,0.54,0.62,0.46,0.77,0.77,0.31,0.54,1.0,0.08,0.08,1.0,0.38,0.08,0.08,0.69,0.08,0.08,0.08,0.69,0.77,0.31,0.08,0.08,0.08,0.31,0.08,1.0,0.38,0.08,0.08,1.0,0.77,0.35,0.08,0.54,0.77,0.31
8004,South,India,Dravidian Deccan,Tamil Nadu,Madras,Dravidian,Non-Tribal,Sangeeta Gnamamu,13.08,80.27,0.15,0.0,0.85,0.31,0.08,0.08,0.88,0.0,1.0,0.77,0.85,0.08,0.69,0.85,0.69,0.42,0.54,0.85,0.69,0.54,0.31,0.08,0.08,0.69,0.54,0.38,1.0,0.38,0.08,0.77,0.08,0.54,0.23,0.31,0.54,0.54,1.0
758,South,India,E C India/ E Central Tribal Area,Andhra Pradesh,Andhra Pradesh,Dravidian,Tribal,South Indian Folk Song,15.91,79.74,0.15,0.62,0.62,0.31,0.08,0.08,1.0,1.0,1.0,0.08,0.46,0.08,0.46,0.69,0.69,0.77,0.54,1.0,0.08,0.31,0.31,0.08,0.08,0.69,0.31,0.69,0.69,0.08,0.08,0.08,1.0,0.54,0.46,0.08,0.31,0.54,0.31
3752,South,India,E C India/ E Central Tribal Area,Andhra Pradesh,Andhra Pradesh,Dravidian,Tribal,Theruva Theppo,15.91,79.74,0.15,0.77,0.38,0.31,0.08,0.08,1.0,0.54,1.0,0.08,0.69,0.08,0.69,0.69,0.69,0.08,0.77,0.08,0.69,0.77,0.31,0.08,0.08,0.38,0.42,1.0,1.0,0.38,0.54,0.08,0.08,0.77,0.77,0.31,0.77,0.54,0.08
3753,South,India,E C India/ E Central Tribal Area,Andhra Pradesh,Andhra Pradesh,Dravidian,Tribal,Bhajana; I Am Thy Servant,17.39,78.46,0.15,0.15,0.38,0.31,0.08,0.08,1.0,0.54,0.77,0.08,0.46,0.08,0.46,0.46,0.69,0.08,0.54,0.08,0.31,0.77,0.31,0.08,0.31,0.69,0.54,1.0,1.0,0.38,1.0,0.08,1.0,0.77,0.62,0.08,0.54,0.77,0.31
3814,South,India,E C India/ E Central Tribal Area,Andhra Pradesh,Koya,Dravidian,Tribal,Idu Vina Karman,16.87,80.92,0.46,0.08,0.08,0.77,0.54,0.54,0.08,0.08,0.08,0.54,0.46,0.38,0.08,0.08,0.69,0.46,0.88,0.62,0.69,0.77,0.54,0.08,0.77,0.85,0.54,0.69,1.0,0.69,1.0,0.54,1.0,0.77,0.46,0.31,0.31,0.54,0.77
3815,South,India,E C India/ E Central Tribal Area,Andhra Pradesh,Koya,Dravidian,Tribal,Oh Nevatodo 1,16.87,80.92,0.38,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.54,0.46,0.23,0.08,0.08,0.69,0.46,1.0,0.23,0.08,0.77,0.54,0.08,0.77,0.85,0.42,0.69,1.0,0.69,1.0,0.54,1.0,0.42,0.62,0.42,0.54,0.54,0.77
3816,South,India,E C India/ E Central Tribal Area,Andhra Pradesh,Koya,Dravidian,Tribal,Oh Nevatodo 2,16.87,80.92,0.46,0.08,0.08,0.54,0.77,0.77,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.38,0.88,0.62,0.08,0.77,0.54,0.08,0.77,0.85,0.31,0.69,1.0,0.69,1.0,0.77,1.0,0.42,0.62,0.54,0.77,0.54,0.77
3817,South,India,E C India/ E Central Tribal Area,Andhra Pradesh,Koya,Dravidian,Tribal,Oh Nevatodo 3,16.87,80.92,0.38,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.23,0.88,0.08,0.69,0.54,0.54,0.08,0.77,0.85,0.77,0.69,1.0,0.38,0.54,0.54,0.54,0.77,0.62,0.31,0.31,0.54,0.42
3790,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Gadaba,Dravidian,Tribal,Ne Ne Ne,21.77,84.36,0.46,0.08,0.08,0.77,0.77,0.54,0.08,0.08,0.08,0.54,0.85,0.38,0.08,0.08,0.69,0.38,0.77,0.38,0.31,0.77,1.0,0.08,0.0,0.85,0.77,1.0,1.0,0.38,0.54,0.54,1.0,0.77,0.62,0.0,0.0,0.54,0.77
3791,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Gadaba,Dravidian,Tribal,Na Na Ne Ne,21.77,84.36,0.46,0.08,0.08,1.0,0.0,0.54,0.08,0.08,0.08,0.31,0.85,0.23,0.08,0.08,0.69,0.92,0.54,1.0,0.08,0.77,0.77,0.46,0.77,0.69,0.77,0.69,1.0,0.69,1.0,0.31,1.0,0.77,0.62,0.54,0.42,0.77,0.31
3792,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Gadaba,Dravidian,Tribal,Bayi Bayi,21.77,84.36,0.54,0.08,0.08,0.65,0.31,0.54,0.08,0.08,0.08,0.77,0.85,0.38,0.08,0.08,0.69,0.69,0.65,0.85,0.08,0.54,0.31,0.46,0.54,0.69,0.42,0.38,1.0,0.38,0.54,0.08,1.0,0.77,0.54,0.42,0.54,0.54,0.54
3793,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Gadaba,Dravidian,Tribal,Elu Elu Rajali,18.56,82.97,0.38,0.08,0.08,0.77,0.77,0.54,0.08,0.08,0.08,0.31,0.85,0.31,0.08,0.08,0.69,0.92,0.88,0.85,0.69,0.77,1.0,0.08,0.54,0.85,0.31,0.69,1.0,0.38,0.54,0.31,1.0,0.77,0.77,0.77,0.77,0.77,0.54
3794,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Gadaba,Dravidian,Tribal,"Ahye Rangeela, Part 2",18.56,82.97,0.38,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,0.54,0.85,0.38,0.08,0.08,0.69,0.92,0.77,0.85,0.85,0.54,0.54,0.08,0.77,0.85,0.31,0.69,1.0,0.69,1.0,0.54,0.54,0.54,0.62,0.77,0.77,0.77,0.54
3795,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Gadaba,Dravidian,Tribal,"Ahye Rangeela, Part 2",18.56,82.97,0.38,0.08,0.08,1.0,0.31,0.31,0.08,0.08,0.08,0.54,0.85,0.31,0.08,0.08,0.69,0.85,0.77,1.0,0.08,1.0,0.54,0.46,0.54,0.85,0.77,0.69,1.0,0.69,1.0,0.54,1.0,0.54,0.62,0.31,0.42,0.77,0.54
3796,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Gadaba,Dravidian,Tribal,Koti Rasi,18.56,82.97,0.38,0.15,0.38,1.0,0.77,0.54,0.54,0.54,0.77,0.54,0.46,0.23,0.46,0.69,0.69,0.46,0.77,0.62,0.31,0.54,0.54,0.46,0.54,0.85,0.54,1.0,1.0,0.69,1.0,0.54,1.0,0.54,0.62,0.54,0.54,0.77,0.54
3842,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Gadaba,Dravidian,Tribal,Bapre Bapre,21.77,84.36,0.5,0.08,0.08,1.0,0.77,0.31,0.08,0.08,0.08,0.77,0.92,0.23,0.08,0.08,0.69,0.77,0.54,1.0,0.31,0.54,0.77,0.46,0.54,0.69,0.77,0.69,1.0,0.38,1.0,0.77,1.0,1.0,0.62,0.42,0.54,0.77,0.31
4012,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Gadaba,Dravidian,Tribal,Wedding Dance,20.29,85.82,0.5,0.62,0.38,1.0,0.31,0.31,0.54,0.31,0.54,0.77,0.46,0.38,1.0,0.23,0.69,0.65,0.77,1.0,0.69,0.77,0.77,0.23,1.0,0.69,0.77,0.69,0.69,1.0,1.0,0.77,1.0,0.77,0.62,0.31,0.77,0.42,0.54
4013,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Gadaba,Dravidian,Tribal,Wedding Songs,20.29,85.82,0.77,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,0.31,0.69,0.38,0.08,0.08,0.69,0.77,0.31,0.85,0.08,0.54,0.31,0.08,0.31,0.69,0.77,0.69,1.0,0.69,1.0,0.31,1.0,0.54,0.62,0.31,0.77,0.42,0.77
4001,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,The Hair Shaving Feast,19.15,84.22,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.85,0.77,0.62,0.08,0.54,0.77,0.08,0.77,0.69,0.42,0.69,1.0,0.69,1.0,0.54,1.0,0.77,0.35,0.08,0.08,0.42,0.08
4002,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,Courting Song,19.15,84.22,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.85,0.77,0.85,0.31,0.54,0.54,0.08,0.77,0.69,0.77,0.69,1.0,1.0,1.0,0.54,1.0,0.54,0.62,0.08,0.42,0.54,0.42
4003,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,Marriage Song,19.15,84.22,0.38,0.08,0.08,0.77,0.31,0.54,0.08,0.08,0.08,0.54,0.69,0.23,0.08,0.08,0.69,0.92,0.88,0.85,0.08,0.31,0.31,0.08,0.77,0.85,0.31,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.62,0.54,0.77,0.77,0.77
4004,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,Marriage Song,19.15,84.22,0.15,0.62,0.54,0.31,0.08,0.08,0.88,0.31,0.77,0.31,0.46,0.08,0.46,0.69,0.69,0.69,0.88,0.08,0.08,0.31,0.54,0.08,0.77,0.85,0.31,0.69,1.0,0.69,1.0,0.31,1.0,0.54,0.46,0.08,0.31,0.54,0.77
4005,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,Incantation at Sacrifice,19.15,84.22,0.15,0.15,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,0.46,0.08,0.23,0.08,0.69,0.62,0.77,0.85,0.08,0.31,0.54,0.08,0.77,0.69,0.77,0.69,1.0,1.0,1.0,0.31,1.0,0.77,0.23,0.08,0.08,0.54,0.77
4006,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,Song at the Guar Feast,19.15,84.22,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.77,0.54,0.85,0.31,0.31,0.19,0.08,1.0,0.85,0.54,1.0,1.0,1.0,1.0,0.54,1.0,0.77,0.46,0.31,0.31,0.31,0.31
4007,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,Song About the Swidden,19.15,84.22,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.69,0.77,0.85,0.08,0.54,0.54,0.08,0.77,0.69,0.77,0.69,1.0,1.0,1.0,0.54,1.0,0.77,0.46,0.31,0.54,0.42,0.31
4008,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,Working in the Rice Fields,19.15,84.22,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.77,0.85,0.08,0.08,0.08,0.69,0.69,0.77,0.85,0.08,0.31,0.31,0.08,0.54,0.69,0.31,0.69,1.0,0.69,1.0,0.77,1.0,0.54,0.46,0.08,0.42,0.77,0.77
4009,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,Morning Song,19.15,84.22,0.15,0.77,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,0.46,0.08,0.46,0.08,0.69,0.69,0.88,0.73,0.08,0.54,0.54,0.08,0.77,0.69,0.31,1.0,1.0,0.69,1.0,0.54,1.0,0.54,0.23,0.31,0.54,0.54,0.77
4010,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,Prayer at the Guar Feast,19.15,84.22,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.85,0.92,0.77,0.85,0.69,0.54,1.0,0.08,0.77,0.69,0.42,0.69,1.0,0.69,1.0,0.31,1.0,0.77,0.46,0.08,0.42,0.54,0.54
9889,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,Housework Song,19.58,84.68,0.46,0.62,0.54,0.88,0.77,0.54,0.88,1.0,0.31,0.54,0.85,1.0,0.23,1.0,0.69,0.85,0.77,1.0,0.08,0.31,0.77,1.0,0.54,0.85,0.42,0.69,0.08,0.69,1.0,0.54,0.08,0.54,0.35,0.54,0.77,0.54,0.31
9890,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,Domestic Song,19.58,84.68,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,0.85,0.08,0.85,0.08,0.0,0.85,0.77,0.73,0.08,0.54,0.54,0.08,0.77,0.85,0.54,0.69,0.69,0.0,0.54,0.54,1.0,0.54,0.46,0.31,0.54,0.31,0.31
9891,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,Sabhavati Puran Natak,19.58,84.68,0.92,0.92,0.85,0.77,0.54,0.54,1.0,0.54,1.0,0.54,0.46,0.23,0.46,0.85,0.69,0.23,0.77,0.08,0.31,0.54,0.54,0.08,0.54,0.85,0.54,1.0,1.0,0.69,0.54,0.54,0.54,0.54,0.23,0.54,0.31,0.31,0.31
3812,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Konda-Dora,Dravidian,Tribal,Mali Pulu,18.56,82.97,0.15,0.92,0.54,0.31,0.08,0.08,0.77,0.54,0.77,0.31,0.85,0.08,0.46,0.46,0.69,0.54,0.54,0.85,0.08,0.77,0.31,0.08,0.31,0.85,0.54,0.69,0.38,0.69,1.0,0.31,1.0,0.54,0.23,0.31,0.54,0.77,0.54
3813,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Konda-Dora,Dravidian,Tribal,Sunita Kai ,18.56,82.97,0.46,0.08,0.08,1.0,0.77,0.54,0.08,0.08,0.08,0.54,0.85,0.38,0.08,0.08,0.69,0.23,0.77,0.08,0.08,0.54,0.54,0.46,0.54,0.69,0.42,0.69,1.0,0.69,1.0,0.54,1.0,0.42,0.62,0.54,0.54,0.77,0.54
9892,South,India,E C India/ E Central Tribal Area,Odisha,Bonda,Austroasiatic,Tribal,Greeting Song,18.55,82.73,0.35,0.15,0.15,0.77,0.54,0.77,0.31,0.08,0.08,0.77,0.46,0.23,0.23,0.08,0.69,0.85,0.54,1.0,0.08,0.31,0.31,0.08,0.77,0.85,0.54,0.69,0.08,0.38,0.54,0.77,1.0,0.77,0.23,0.31,0.08,0.31,0.54
9893,South,India,E C India/ E Central Tribal Area,Odisha,Bonda,Austroasiatic,Tribal,Pausa Parva,18.55,82.73,0.38,0.15,0.15,0.77,0.54,0.77,0.31,0.08,0.08,0.54,0.46,0.23,0.23,0.08,0.69,0.77,0.42,0.85,0.08,0.31,0.77,0.08,1.0,0.85,0.54,1.0,0.08,0.69,0.54,0.54,1.0,0.54,0.35,0.54,0.54,0.54,0.54
9894,South,India,E C India/ E Central Tribal Area,Odisha,Bonda,Austroasiatic,Tribal,Wedding Song,18.55,82.73,0.5,0.62,0.15,0.77,0.54,0.54,0.31,0.08,0.08,0.31,0.85,0.23,0.23,0.08,0.69,0.85,0.54,1.0,0.08,0.31,0.77,0.27,0.88,0.69,0.54,0.69,1.0,0.38,0.54,0.31,1.0,0.54,0.62,0.54,0.54,0.54,0.54
4101,South,India,E C India/ E Central Tribal Area,Odisha,Jhodia,Indo-European,Tribal,Joria Song,28.02,76.78,0.38,0.15,0.38,0.77,0.54,0.77,0.54,0.31,0.77,0.54,0.46,0.23,0.35,0.69,0.85,0.69,0.88,0.08,0.31,1.0,0.54,0.08,0.54,0.85,0.77,0.69,1.0,0.69,1.0,0.54,1.0,0.77,0.46,0.31,0.54,0.31,0.77
4091,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,"O Lord, Cleanse Me from My Sins",20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,1.0,0.08,0.08,0.08,0.85,0.77,0.54,0.85,0.08,0.54,0.31,0.08,0.08,0.23,0.77,0.08,1.0,0.38,0.54,0.31,0.54,0.42,0.77,0.42,0.54,0.42,0.31
4092,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,Krishna Asking His Mother for Milk,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,0.85,0.08,0.08,0.08,0.69,0.38,0.77,0.38,0.08,0.77,0.54,0.08,0.54,0.38,0.31,0.38,1.0,0.69,0.54,0.08,1.0,0.77,0.62,0.42,0.54,0.54,0.31
4093,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,Sita and Ravana,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.69,0.08,0.08,0.08,0.69,0.54,0.77,0.85,0.31,0.54,0.31,0.08,0.54,0.69,0.31,0.69,1.0,0.69,0.54,0.31,1.0,0.54,0.62,0.42,0.42,0.54,0.31
4094,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,Song of Victory,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.46,0.08,0.08,0.08,0.69,0.92,0.88,0.85,0.08,0.31,0.54,0.08,0.54,0.69,0.54,0.69,1.0,0.69,1.0,0.31,1.0,0.54,0.23,0.31,0.54,0.54,0.77
4095,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,Wedding Song,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.92,0.08,0.08,0.08,0.69,0.62,0.77,0.85,0.31,0.54,0.31,0.08,0.54,0.85,0.54,0.69,1.0,0.69,0.54,0.31,1.0,0.54,0.23,0.31,0.77,0.54,0.31
4096,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,Wedding Song,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.77,0.88,0.85,0.31,0.77,0.54,0.08,0.54,0.69,0.31,0.69,1.0,0.69,0.54,0.54,1.0,0.54,0.62,0.54,0.77,0.54,0.31
4097,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,An Arrangement of Marriage,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.54,0.77,0.85,0.08,0.54,0.31,0.08,0.31,0.69,0.54,0.69,1.0,0.69,1.0,0.54,1.0,0.77,0.62,0.31,0.54,0.54,0.31
4098,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,An Arrangement of Marriage,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.46,0.08,0.08,0.08,0.69,0.46,0.77,0.62,0.31,0.54,0.54,0.08,0.77,0.69,0.54,0.69,1.0,1.0,1.0,0.31,1.0,0.77,0.62,0.54,0.77,0.54,0.31
4099,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,Story Teller with Plucked Drum,20.95,85.09,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,1.0,0.08,1.0,0.08,0.69,0.54,0.77,0.85,0.31,0.31,0.31,0.08,0.77,0.85,0.54,0.69,1.0,0.69,0.54,0.31,1.0,0.42,0.08,0.08,0.31,0.54,0.77
4100,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,A Woman's Heart Desire,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.46,0.08,0.08,0.08,0.69,0.77,0.77,0.85,0.31,0.54,0.54,0.08,0.54,0.38,0.42,0.69,1.0,0.69,1.0,0.31,1.0,0.77,0.23,0.31,0.31,0.54,0.31
9885,South,India,E C India/ E Central Tribal Area,Odisha,Paroja,Indo-European,Tribal,Salutation Song,18.85,82.73,0.38,0.23,1.0,0.77,0.54,0.77,0.54,1.0,1.0,0.77,0.46,0.23,0.35,0.85,0.85,0.85,0.54,1.0,0.31,0.54,0.31,0.08,0.54,0.85,0.77,1.0,1.0,0.69,0.54,0.77,1.0,0.42,0.35,0.31,0.31,0.31,0.54
9886,South,India,E C India/ E Central Tribal Area,Odisha,Paroja,Indo-European,Tribal,Courtship Song,18.85,82.73,0.92,0.23,1.0,0.77,0.54,1.0,1.0,0.54,1.0,0.54,0.35,0.23,0.35,0.85,0.0,0.62,0.77,0.85,0.08,0.77,0.54,0.08,0.77,0.85,0.77,1.0,1.0,0.38,0.54,0.54,1.0,0.77,0.23,0.31,0.54,0.31,0.77
9887,South,India,E C India/ E Central Tribal Area,Odisha,Paroja,Indo-European,Tribal,Love Song,18.85,82.73,0.38,0.08,0.08,0.88,0.77,1.0,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.85,0.69,0.77,0.85,0.08,0.77,0.54,0.35,0.54,0.85,0.42,1.0,0.08,0.69,0.54,0.54,1.0,0.77,0.35,0.31,0.77,0.31,0.54
9888,South,India,E C India/ E Central Tribal Area,Odisha,Paroja,Indo-European,Tribal,Narrative Song,18.32,82.87,0.77,0.69,0.15,0.88,0.77,0.77,1.0,0.31,1.0,0.54,0.46,0.23,0.35,0.85,0.85,0.85,0.77,1.0,0.31,0.54,0.54,0.23,0.54,0.85,0.77,0.69,0.69,0.69,0.54,0.54,0.54,0.77,0.23,0.31,0.54,0.31,0.54
1843,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,Velu tampi,8.52,76.93,0.69,0.23,0.38,0.54,0.54,1.0,1.0,0.77,1.0,0.54,0.46,0.23,0.46,0.69,0.69,0.23,0.54,0.08,0.31,0.31,0.31,0.08,0.54,0.69,0.77,1.0,1.0,0.69,0.54,0.54,0.54,0.31,0.23,0.31,0.54,0.31,0.54
1844,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,Villadipattu ,8.52,76.93,0.46,0.23,0.46,0.54,0.54,0.77,1.0,0.77,1.0,0.54,0.46,0.23,0.46,0.69,0.69,0.23,0.54,0.08,0.31,0.77,0.54,0.08,0.31,0.69,0.54,1.0,1.0,0.38,0.54,0.54,0.54,0.77,0.23,0.31,0.54,0.54,0.54
1845,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,"Villadichanpattu, Velu Tampi",10.85,76.27,0.46,0.23,0.46,0.54,0.54,1.0,1.0,0.77,1.0,0.54,0.46,0.23,0.46,0.85,0.69,0.23,0.31,0.08,0.08,0.54,0.54,0.08,0.31,0.69,0.54,1.0,1.0,0.69,0.54,0.54,0.54,0.54,0.23,0.08,0.31,0.54,0.77
1846,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,"Kathakali, Kiradan",10.85,76.27,0.77,0.69,0.62,0.77,0.54,0.31,0.54,0.77,0.31,0.31,1.0,0.38,0.92,0.38,0.69,0.08,0.08,0.08,0.85,0.77,0.31,0.08,0.08,0.38,0.54,0.08,0.08,0.38,0.54,0.31,0.08,0.77,0.23,0.31,0.31,0.54,0.08
1847,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,"Kirtanam, Jiva Bhavatte Ni Talleda",10.85,76.27,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.15,0.54,0.08,0.85,0.77,0.31,0.08,0.31,0.38,0.54,0.69,1.0,0.69,0.54,0.31,0.08,0.54,0.35,0.31,0.54,0.54,0.08
1848,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,Vēlan Pravaṛtti: Nārāyaṇa,10.85,76.27,0.15,0.15,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,0.85,0.08,0.69,0.08,0.85,0.92,0.54,1.0,0.08,0.31,0.54,0.08,0.31,0.69,0.54,1.0,1.0,0.38,0.54,0.54,1.0,0.31,0.23,0.08,0.31,0.54,0.31
